benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
37,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,37,"Jessica, so I wanted to extend it to you before it's too late.","Dear Jessica, so I wanted to extend it to you before it's too late. To seize this opportunity, click on the following link: https://time-sensitive-financial-transaction-link.com Take action now to secure your financial future! Sincerely, Daniel Wilson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
38,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,38,"Olivia, a non-profit organization dedicated to providing quality education to underprivileged children.","Dear Olivia, a non-profit organization dedicated to providing quality education to underprivileged children. Due to budget constraints, we are at risk of discontinuing vital programs that have been transforming the lives of these children. Your support can make a significant difference. Please click on the link below to make a donation: https://last-chance-donation-link.com Remember, this is your last opportunity to contribute before these programs are shut down. Your generosity will have a lasting impact on these children's futures. Thank you for your consideration. Sincerely, Benjamin Mitchell,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.2734729722259695,0.7265270277740306,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
39,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,39,"Emma Wilson, and I'm a recruitment consultant at Remote Solutions.","Dear Emma Wilson, and I'm a recruitment consultant at Remote Solutions. We recently came across your profile on a renowned job portal and wanted to offer you an exciting work-from-home opportunity. Remote Solutions specializes in providing remote work opportunities to talented individuals like yourself. We have a project that requires individuals with your specific skill set and experience. This opportunity offers a competitive compensation package, flexible working hours, and the chance to collaborate with renowned clients. To learn more about this work-from-home opportunity, please visit our official website at https://remote-solutions.com. Take your time to review the project details, requirements, and benefits before proceeding with the application. At Remote Solutions, we understand the importance of work-life balance and offer extensive support to our remote employees. Our team is committed to providing a seamless virtual work experience. Don't miss out on this fantastic opportunity to work from the comfort of your own home while earning a substantial income. We eagerly await your application and the possibility of having you join our esteemed team. Best regards, Daniel Thompson Recruitment Consultant, Remote Solutions,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40103874701343845,0.5989612529865616,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
40,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,40,"Elizabeth, and I represent the National Health Authority.","Hi Elizabeth, and I represent the National Health Authority. We are currently in the process of registering individuals for the upcoming COVID-19 vaccine rollout. To secure your spot and ensure timely vaccination, please register by clicking on the link below: https://covid-vaccine-registration.com Your participation is crucial in our efforts to combat the pandemic and protect our communities. Stay safe and be proactive in safeguarding your health. Warm regards, James Anderson,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
41,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,41,"David, With our charity event just around the corner, we're reaching out to kindly","Dear David, With our charity event just around the corner, we're reaching out to kindly request your support. Your generous donation will enable us to continue our mission of [brief description of cause]. To make a donation and contribute to our cause, please visit: [Donation Link] Every contribution, no matter the size, makes a meaningful impact. Thank you for your consideration and support. Warm regards, Matthew Wilson Fundraising Coordinator [Organization Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
42,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,42,"Samantha, I hope this email finds you well.","Dear Samantha, I hope this email finds you well. We wanted to send you a gentle reminder regarding an outstanding invoice associated with your account. To ensure consistency in our financial transactions and uphold our business obligations, we kindly request your immediate attention to settle the outstanding balance. You can review the invoice details and make the payment by clicking [here](https://payment-request-link8.com). Your timely response to this payment request is crucial for our business processes. We appreciate your cooperation and attention to this matter. If you have any questions or require further assistance regarding the invoice, please don't hesitate to contact us. Warm regards, Brandon Scott Billing Department",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6568583748371388,0.6568583748371388,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
43,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,43,"David, I hope this message finds you safe and well.","Dear David, I hope this message finds you safe and well. We are reaching out to urge you to report any observed or suspected illegal activity in your vicinity. To file a report or provide information, please visit [here](https://report-suspicious-activity-link3.com). Many concerned citizens, including Rachel Clark and Christopher Davis, have demonstrated their commitment to community safety by reporting unlawful behavior promptly. Your cooperation is essential in upholding the law and ensuring the well-being of our neighborhoods. By taking action, you play a crucial role in maintaining a safe environment for everyone. If you have any questions or require assistance, please don't hesitate to reach out. Thank you for your attention to this matter. Warm regards, Jessica Martinez Community Safety Advocate",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.3069102550105444,0.6930897449894555,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
44,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,44,"Daniel, I hope this email finds you well.","Dear Daniel, I hope this email finds you well. We're writing to remind you about an outstanding invoice associated with your account. To maintain consistency in our financial records and ensure timely payments, we kindly request your immediate attention to settle the outstanding amount. You can review the invoice details and make the payment by clicking [here](https://payment-request-link7.com). Your cooperation in this matter is crucial for maintaining the integrity of our financial processes. Please don't hesitate to contact us if you have any questions or need assistance regarding the invoice. Thank you for your prompt attention to this payment request. Warm regards, Rachel King Finance Department",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6568583748371388,0.6568583748371388,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
45,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,45,"Amanda, Don't miss out on the chance to attend our highly anticipated charity event!","Dear Amanda, Don't miss out on the chance to attend our highly anticipated charity event! Purchase your tickets now and join us for an unforgettable evening in support of [brief description of cause]. Ticket Options: - Individual Tickets: $[Price] - Couple Tickets: $[Price] - VIP Tickets: $[Price] To secure your spot, please visit: [Ticket Purchase Link] Thank you for your support, and we look forward to seeing you at the event! Best regards, Christopher Brown Ticket Sales Coordinator [Organization Name]",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.43174719011960394,0.5682528098803961,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
46,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,46,"resources, and market reach, we can create a powerful alliance that will drive growth","Hello, resources, and market reach, we can create a powerful alliance that will drive growth and success. If you're interested, please reply to this email or contact me at +12709837274. Thank you for your time and consideration. Best regards, Albert,1",1,kaggle,ok,0,0,,-1.0,-1.0,-1.0,ok,0,legitimate,0.3422770534604868,0.6577229465395131,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
47,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,47,"Emily, I trust this email finds you well.","Dear Emily, I trust this email finds you well. I'm writing to you as the Head of Account Security at [Company Name] to address an urgent matter related to your account. It has been brought to our attention that your account verification is pending. To ensure the security and confidentiality of your account, I urge you to complete the verification process immediately by clicking on the following link: [Complete Account Verification Now](https://account-verification-link10.com). As an authority figure in account security, I want to emphasize the importance of this verification process. It is a necessary step in safeguarding your account from potential security threats. Your prompt attention to this matter is greatly appreciated. Warm regards, David Wilson Head of Account Security [Company Name]",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7165619694363274,0.7165619694363274,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
48,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,48,Mr.,"Dear Mr. Michael Johnson, I hope this email finds you well. My name is Emily Davis, and I represent the Environmental Protection Alliance in [Your County]. Illegal dumping has become a significant concern in our area, posing threats to public health and the environment. It is imperative that we take action to address this issue promptly. If you witness any instances of illegal dumping or have information regarding individuals engaging in this activity, please report it through our online reporting system: [Link: https://illegal-dumping-report.com] Your cooperation is instrumental in preserving the beauty and cleanliness of our community. Together, we can combat illegal dumping and protect our environment for future generations. Thank you for your commitment to environmental stewardship. Best regards, Emily Davis Environmental Protection Alliance",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40858548480748247,0.5914145151925175,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
49,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,49,Mr.,"Dear Mr. Johnson, and I represent a prominent investment firm specializing in wealth creation. I am excited to share an exclusive opportunity with you that could make you a millionaire overnight! We have identified you as someone with great potential for financial success. Our team of experts has devised a groundbreaking investment strategy that guarantees substantial returns. By joining our exclusive investment program, you will have the chance to multiply your current wealth and achieve the financial freedom you've always dreamed of. To secure your spot in this limited-time opportunity, please click on the following link: [https://millionaire-overnight.com]. This secure link will redirect you to our registration page, where you can provide your details and kickstart your journey towards unimaginable wealth. Remember, this opportunity is exclusively available to a select few individuals, and we believe you have what it takes to join our esteemed group. Don't let this chance slip away - act now and prepare for a life of luxury and abundance! Best regards, David Harrison Wealth Creation Institute,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,0.9,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
